customer_id,opt_in,birthday,gender,order_id,weather,order_timestamp,item_id,item_name,item_description,item_image,price,taste_profile,item_type,customization_id,customization
47,True,2001-12-05,female,1964,snowy,2015-02-22 21:03:48,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,38,no mayonnaise
192,True,2003-03-01,female,1892,rainy,2020-02-13 16:37:44,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,4,no lettuce
184,True,1999-02-26,male,1219,rainy,2018-06-05 16:20:00,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,20,no onions
41,True,2005-06-17,female,921,rainy,2018-06-23 18:39:28,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,34,no onions
24,True,2005-12-17,other,1611,rainy,2020-03-05 20:10:41,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,34,no onions
182,True,2005-11-18,male,403,rainy,2017-12-08 23:32:55,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,45,no mustard
126,True,1999-11-14,male,1891,sunny,2019-05-28 18:00:22,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,15,no ketchup
158,True,1992-07-02,female,1468,rainy,2017-12-04 07:39:59,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,20,no onions
74,True,2002-08-27,female,1813,snowy,2017-08-11 07:12:48,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,13,no onions
26,True,2002-05-01,male,68,sunny,2019-09-24 21:46:54,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,7,no tomatoes
98,True,2000-09-16,male,38,cloudy,2019-12-19 19:22:09,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,6,no onions
153,True,1997-10-09,female,199,rainy,2020-03-01 05:33:04,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,49,no onions
60,True,1992-12-01,female,972,sunny,2016-07-22 14:58:03,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,24,no mayonnaise
107,True,2002-05-01,male,1537,cloudy,2018-07-10 16:53:27,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,11,no lettuce
144,True,1999-04-21,male,1625,rainy,2020-02-27 23:40:39,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,24,no mayonnaise
60,True,1992-12-01,female,1954,snowy,2015-01-24 21:04:12,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,12,no pickles
197,True,2005-03-15,female,1594,cloudy,2016-06-10 02:10:35,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,1,no ketchup
60,True,1992-12-01,female,237,sunny,2016-11-18 21:29:26,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,3,no mayonnaise
24,True,2005-12-17,other,1028,cloudy,2015-05-01 17:45:14,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,15,no ketchup
57,True,1993-11-28,male,1556,cloudy,2020-01-07 10:27:12,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,32,no lettuce
151,True,2004-04-19,male,1228,snowy,2018-09-08 03:13:12,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,47,no lettuce
115,True,2004-10-23,male,337,snowy,2017-09-12 08:48:45,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,33,no pickles
193,True,2004-09-19,female,1421,rainy,2019-02-07 21:30:53,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,27,no onions
42,True,1992-10-27,male,312,cloudy,2016-11-08 11:25:23,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,33,no pickles
184,True,1999-02-26,male,289,rainy,2015-05-26 00:21:48,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,6,no onions
24,True,2005-12-17,other,1464,snowy,2015-12-05 14:54:36,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,41,no onions
100,True,1996-05-22,other,470,snowy,2017-04-26 01:42:13,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,51,no bacon
105,True,1999-07-26,male,746,snowy,2020-06-28 14:58:33,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,8,no ketchup
33,True,1990-04-06,male,1011,rainy,2019-05-14 12:43:27,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,36,no ketchup
9,True,2004-08-26,female,254,rainy,2016-08-06 04:00:43,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,46,no mayonnaise
41,True,2005-06-17,female,921,rainy,2018-06-23 18:39:28,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,29,no ketchup
171,True,1999-10-09,male,735,snowy,2017-11-02 07:03:01,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,12,no pickles
93,True,1994-01-08,female,133,rainy,2020-05-20 00:21:05,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,20,no onions
166,True,2001-10-04,female,1316,rainy,2019-08-07 08:11:29,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,15,no ketchup
51,True,2002-05-03,female,875,rainy,2017-09-26 21:12:39,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,20,no onions
96,True,1993-11-19,female,3,rainy,2017-11-19 01:52:00,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,21,no tomatoes
57,True,1993-11-28,male,1528,cloudy,2016-07-18 12:28:48,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,51,no bacon
188,True,1994-04-04,other,1612,snowy,2018-11-02 07:21:25,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,6,no onions
111,True,2003-04-28,female,778,rainy,2017-02-22 17:47:49,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,32,no lettuce
82,True,1998-11-27,female,257,snowy,2015-09-05 04:07:57,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,24,no mayonnaise
90,True,1993-12-19,male,138,rainy,2020-05-08 20:26:28,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,45,no mustard
21,True,2002-08-11,female,1809,snowy,2015-06-02 01:35:14,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,1,no ketchup
153,True,1997-10-09,female,1751,rainy,2020-08-06 22:22:34,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,38,no mayonnaise
148,True,1997-03-03,female,229,snowy,2015-01-02 04:32:49,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,11,no lettuce
135,True,1991-02-07,male,51,sunny,2020-03-12 22:07:23,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,26,no pickles
93,True,1994-01-08,female,133,rainy,2020-05-20 00:21:05,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,15,no ketchup
182,True,2005-11-18,male,403,rainy,2017-12-08 23:32:55,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,44,no ketchup
46,True,1990-11-18,female,1909,rainy,2016-07-04 22:03:39,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,16,no mustard
35,True,1992-10-20,female,1599,rainy,2018-11-11 22:06:24,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,33,no pickles
16,True,1993-04-25,male,1749,sunny,2018-08-25 20:21:10,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,24,no mayonnaise
12,True,1992-04-22,female,1070,rainy,2017-06-19 09:38:34,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,2,no mustard
157,True,1990-08-06,female,287,sunny,2020-05-13 09:26:42,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,5,no pickles
18,True,1990-03-12,female,256,rainy,2017-01-16 17:38:47,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,32,no lettuce
60,True,1992-12-01,female,972,sunny,2016-07-22 14:58:03,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,23,no mustard
96,True,1993-11-19,female,3,rainy,2017-11-19 01:52:00,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,16,no mustard
57,True,1993-11-28,male,1528,cloudy,2016-07-18 12:28:48,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,46,no mayonnaise
148,True,1997-03-03,female,1139,sunny,2015-03-12 11:28:48,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,2,no mustard
14,True,2004-11-19,other,578,rainy,2015-11-13 18:34:04,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,39,no lettuce
51,True,2002-05-03,female,1282,snowy,2018-10-03 12:26:14,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,38,no mayonnaise
147,True,1992-12-20,male,1609,snowy,2017-10-07 10:48:00,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,19,no pickles
167,True,2003-03-12,female,338,rainy,2016-08-01 18:39:11,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,4,no lettuce
9,True,2004-08-26,female,254,rainy,2016-08-06 04:00:43,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,45,no mustard
30,True,1998-12-06,female,336,rainy,2018-07-14 03:20:03,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,50,no tomatoes
53,True,1996-01-08,male,1795,cloudy,2020-05-07 13:35:44,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,29,no ketchup
47,True,2001-12-05,female,421,sunny,2016-07-20 18:39:13,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,27,no onions
43,True,1996-05-21,male,239,rainy,2015-03-26 02:15:44,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,32,no lettuce
53,True,1996-01-08,male,743,cloudy,2017-01-16 07:12:48,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,43,no bacon
30,True,1998-12-06,female,800,cloudy,2018-11-28 16:48:28,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,17,no mayonnaise
159,True,1993-06-07,female,822,snowy,2017-07-13 22:30:34,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,11,no lettuce
44,True,1995-01-15,other,1522,rainy,2019-08-18 04:56:49,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,24,no mayonnaise
171,True,1999-10-09,male,1576,rainy,2017-11-20 02:16:50,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,51,no bacon
77,True,1991-05-20,other,581,sunny,2017-05-24 21:14:24,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,3,no mayonnaise
183,True,1996-03-01,male,882,cloudy,2019-06-03 03:31:16,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,36,no ketchup
83,True,2003-10-13,male,114,sunny,2016-12-01 18:05:39,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,9,no mustard
142,True,2000-05-22,male,628,sunny,2019-06-09 21:30:21,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,37,no mustard
21,True,2002-08-11,female,1077,snowy,2018-10-06 01:16:08,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,3,no mayonnaise
176,True,1998-01-09,male,1379,sunny,2015-06-13 15:08:51,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,28,no tomatoes
92,True,1992-01-24,female,990,cloudy,2020-12-12 18:27:53,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,11,no lettuce
58,True,1996-01-28,other,1851,sunny,2020-07-17 18:31:05,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,29,no ketchup
54,True,1997-04-22,male,1860,cloudy,2017-08-14 03:19:34,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,16,no mustard
11,True,1990-11-21,male,1151,snowy,2019-07-10 05:57:48,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,11,no lettuce
42,True,1992-10-27,male,956,rainy,2016-12-21 21:34:00,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,16,no mustard
17,True,1999-08-19,female,867,snowy,2015-08-25 23:46:46,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,38,no mayonnaise
82,True,1998-11-27,female,316,snowy,2017-12-26 01:20:31,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,36,no ketchup
26,True,2002-05-01,male,68,sunny,2019-09-24 21:46:54,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,5,no pickles
96,True,1993-11-19,female,3,rainy,2017-11-19 01:52:00,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,15,no ketchup
147,True,1992-12-20,male,352,rainy,2015-07-27 21:05:18,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,35,no tomatoes
47,True,2001-12-05,female,224,rainy,2017-05-03 17:20:51,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,5,no pickles
167,True,2003-03-12,female,283,snowy,2019-07-15 01:45:35,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,37,no mustard
17,True,1999-08-19,female,386,cloudy,2015-04-16 18:22:57,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,13,no onions
164,True,2004-11-28,male,1081,sunny,2019-11-16 02:16:07,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,48,no pickles
149,True,2003-09-12,female,1493,sunny,2015-10-17 18:52:55,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,14,no tomatoes
47,True,2001-12-05,female,427,snowy,2018-05-17 06:26:41,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,3,no mayonnaise
72,True,1993-01-22,other,1437,cloudy,2016-12-22 14:56:08,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,9,no mustard
176,True,1998-01-09,male,1379,sunny,2015-06-13 15:08:51,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,23,no mustard
175,True,2005-03-03,female,123,snowy,2019-06-20 21:30:05,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,2,no mustard
169,True,1998-07-15,female,453,rainy,2016-02-18 13:41:03,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,11,no lettuce
86,True,1991-03-11,female,1770,rainy,2019-10-19 12:53:23,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,34,no onions
149,True,2003-09-12,female,1803,snowy,2019-12-05 14:18:01,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,37,no mustard
137,True,1994-02-10,female,1211,rainy,2015-08-01 00:50:42,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,23,no mustard
153,True,1997-10-09,female,1751,rainy,2020-08-06 22:22:34,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,41,no onions
48,True,2000-08-16,other,1842,rainy,2020-09-15 17:16:19,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,21,no tomatoes
155,True,1995-10-20,female,881,snowy,2017-02-21 07:31:01,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,45,no mustard
15,True,1992-02-10,female,65,rainy,2016-02-21 19:52:27,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,34,no onions
17,True,1999-08-19,female,867,snowy,2015-08-25 23:46:46,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,42,no tomatoes
42,True,1992-10-27,male,956,rainy,2016-12-21 21:34:00,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,20,no onions
131,True,1993-08-27,female,815,sunny,2019-11-24 07:33:24,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,37,no mustard
143,True,1995-06-12,male,309,cloudy,2016-04-24 18:40:24,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,11,no lettuce
189,True,2003-12-08,female,744,rainy,2016-10-02 11:47:17,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,23,no mustard
16,True,1993-04-25,male,1749,sunny,2018-08-25 20:21:10,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,27,no onions
119,True,1997-09-06,male,1012,cloudy,2018-03-14 01:01:30,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,4,no lettuce
27,True,1993-09-19,female,1165,cloudy,2015-04-11 11:59:12,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,28,no tomatoes
109,True,2000-06-04,male,60,snowy,2020-01-01 08:27:39,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,39,no lettuce
185,True,1990-05-01,female,1266,snowy,2018-01-16 16:15:23,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,28,no tomatoes
40,True,2003-07-04,female,670,rainy,2015-02-23 05:17:56,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,17,no mayonnaise
68,True,2005-06-23,female,749,sunny,2015-12-16 04:21:00,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,35,no tomatoes
11,True,1990-11-21,male,777,cloudy,2018-11-12 09:21:33,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,28,no tomatoes
22,True,2002-05-10,female,1465,rainy,2016-06-23 09:39:55,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,9,no mustard
122,True,1993-03-05,male,1812,rainy,2018-11-27 03:00:49,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,23,no mustard
181,True,2004-12-03,male,1477,snowy,2019-08-16 20:33:13,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,32,no lettuce
176,True,1998-01-09,male,1379,sunny,2015-06-13 15:08:51,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,27,no onions
167,True,2003-03-12,female,1509,rainy,2018-10-09 21:58:29,640404963,Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.29,savory,burger,8,no ketchup
144,True,1999-04-21,male,1317,sunny,2017-03-04 14:01:03,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,7,no tomatoes
29,True,1999-08-07,male,1500,cloudy,2020-10-24 13:32:56,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,43,no bacon
93,True,1994-01-08,female,566,sunny,2019-10-13 21:25:16,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,42,no tomatoes
165,True,2000-06-27,female,79,sunny,2016-07-23 02:03:33,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,31,no mayonnaise
53,True,1996-01-08,male,614,rainy,2020-11-28 05:56:30,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,30,no mustard
111,True,2003-04-28,female,74,sunny,2020-02-08 02:31:02,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,16,no mustard
112,True,1998-05-22,male,311,cloudy,2015-04-21 23:00:31,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,24,no mayonnaise
181,True,2004-12-03,male,1652,rainy,2018-12-17 18:15:23,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,22,no ketchup
148,True,1997-03-03,female,1284,snowy,2017-03-03 03:49:52,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,38,no mayonnaise
14,True,2004-11-19,other,865,rainy,2020-06-25 03:44:03,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,36,no ketchup
136,True,2001-11-26,male,1937,sunny,2018-11-17 11:00:23,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,38,no mayonnaise
65,True,1992-06-11,male,624,cloudy,2020-04-24 14:04:26,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,20,no onions
166,True,2001-10-04,female,180,snowy,2017-05-23 07:09:23,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,30,no mustard
174,True,2005-11-12,male,1226,rainy,2016-09-08 10:42:00,640405112,Double Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.29,savory,burger,35,no tomatoes
124,True,1999-04-02,male,1838,cloudy,2020-03-16 05:21:11,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,47,no lettuce
115,True,2004-10-23,male,1235,cloudy,2015-01-20 21:30:24,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,1,no ketchup
45,True,1994-01-19,male,1843,cloudy,2020-02-25 16:18:29,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,15,no ketchup
52,True,1995-08-12,female,107,rainy,2018-09-03 01:38:13,640405172,Double Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,3.79,savory,burger,50,no tomatoes
47,True,2001-12-05,female,427,snowy,2018-05-17 06:26:41,640404923,Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,3.07,savory,burger,2,no mustard
196,True,1997-08-09,male,1289,snowy,2017-11-24 03:36:46,640405025,Bacon Cheeseburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice bacon.",,2.79,savory,burger,41,no onions
170,True,1997-11-14,male,390,snowy,2019-09-01 21:27:18,640405085,Double Hamburger,"Our top-quality hamburgers are made from hormone-free, free-range USDA Choice beef.",,2.99,savory,burger,28,no tomatoes
182,True,2005-11-18,male,524,rainy,2016-03-19 23:20:23,640405058,Veggie Burger,Our veggie burger is fresh and delicious.,,2.49,healthy,burger,19,no pickles
